Iterations,Carleton92,Carleton91,EarlHaig83,EdHEC92,KingFahd93,LSE91,Pur93,Rye92,St.Andrews83,Trent92,TorontoAS92,TorontoE92,YorkMills83,Car-f-92 , Car-s-91 ,Ear-f-83 ,Hec-s-92 ,Kfu-s-93 ,Lse-f-91 ,Pur-s-93,Rye-s-93,Sta-f-83,Tre-s-92,Uta-s-92,Ute-s-92,yor-f-83
88930,5.96864,7.63228,49.02729,14.81143,20.29824,17.03356,8.9412,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
88940,5.96864,7.63228,49.02729,14.81143,20.29824,17.03356,8.9412,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
88950,5.96864,7.63228,49.02729,14.81143,20.29824,17.03356,8.9412,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
88960,5.96864,7.63228,49.02729,14.81143,20.29824,17.03356,8.9412,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
88970,5.96864,7.63228,49.02729,14.81143,20.29824,17.03356,8.94103,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
88980,5.96864,7.63228,49.02729,14.81143,20.29824,17.03356,8.94077,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
88990,5.96864,7.63228,49.02729,14.81143,20.29824,17.03356,8.94077,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
89000,5.96864,7.63228,49.02729,14.81143,20.29824,17.03356,8.94077,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
89010,5.96864,7.63228,49.02729,14.81143,20.29824,17.03356,8.94077,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
89020,5.96864,7.63228,49.02729,14.81143,20.29824,17.03356,8.94077,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
89030,5.96864,7.63228,49.02729,14.81143,20.29824,17.03356,8.94077,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
89040,5.96864,7.63228,49.02729,14.81143,20.29824,17.03356,8.94077,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
89050,5.96864,7.63228,49.02729,14.81143,20.29824,17.03356,8.94077,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
89060,5.96864,7.63228,49.02729,14.81143,20.29824,17.03356,8.94077,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
89070,5.96864,7.63228,49.02729,14.81143,20.29824,17.03356,8.94077,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
89080,5.96864,7.63228,49.02729,14.81143,20.29824,17.03356,8.94077,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
89090,5.96864,7.63228,49.02729,14.81143,20.29824,17.03356,8.9407,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
89100,5.96864,7.63228,49.02729,14.81143,20.29824,17.03356,8.9407,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
89110,5.96864,7.63228,49.02729,14.81143,20.29824,17.03356,8.9407,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
89120,5.96864,7.63228,49.02729,14.81143,20.29824,17.03356,8.93334,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
89130,5.96864,7.63228,49.02729,14.81143,20.29824,17.03356,8.93311,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
89140,5.96864,7.63228,49.02729,14.81143,20.29824,17.03356,8.93258,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
89150,5.96864,7.63228,49.02729,14.81143,20.29824,17.03356,8.93258,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
89160,5.96864,7.63228,49.02729,14.81143,20.29824,17.03356,8.93258,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
89170,5.96864,7.63228,49.02729,14.81143,20.29824,17.03356,8.93258,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
89180,5.96864,7.63228,49.02729,14.81143,20.29824,17.03356,8.93258,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
89190,5.96864,7.63222,49.02729,14.81143,20.29824,17.03356,8.93258,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
89200,5.96864,7.63222,49.02729,14.81143,20.29824,17.03356,8.93258,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
89210,5.96864,7.63222,49.02729,14.81143,20.29824,17.03356,8.93258,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
89220,5.96864,7.63222,49.02729,14.81143,20.29824,17.03356,8.93258,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
89230,5.96864,7.63222,49.02729,14.81143,20.29824,17.03356,8.93258,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
89240,5.96864,7.63222,49.02729,14.81143,20.29824,17.03356,8.93258,14.49767,183.15047,11.93666,5.68133,32.13731,47.46747,,,,,,,,,,,,,
89250,5.96864,7.63222,49.02729,14.81143,20.29824,17.03356,8.93258,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89260,5.96864,7.63222,49.02729,14.81143,20.29824,17.03356,8.93231,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89270,5.96864,7.63222,49.02729,14.81143,20.29824,17.03356,8.93231,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89280,5.96864,7.63222,49.02729,14.81143,20.29824,17.03356,8.93231,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89290,5.96864,7.63222,49.02729,14.81143,20.29824,17.03356,8.93231,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89300,5.96864,7.63222,49.02729,14.81143,20.29824,17.03356,8.93231,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89310,5.96864,7.63222,49.02729,14.81143,20.29824,17.03356,8.93231,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89320,5.96864,7.63222,49.02729,14.81143,20.29824,17.03356,8.92752,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89330,5.96864,7.63222,49.02729,14.81143,20.29824,17.03356,8.92752,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89340,5.96864,7.63222,49.02729,14.81143,20.29824,17.03356,8.92752,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89350,5.96864,7.63222,49.02729,14.81143,20.29824,17.03356,8.92752,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89360,5.96847,7.63222,49.02729,14.81143,20.29824,17.03356,8.92752,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89370,5.96847,7.63222,49.02729,14.81143,20.29824,17.03356,8.92752,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89380,5.96847,7.63222,49.02729,14.81143,20.29824,17.03356,8.92748,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89390,5.96847,7.63222,49.02729,14.81143,20.29824,17.03356,8.92748,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89400,5.96847,7.63222,49.02729,14.81143,20.29824,17.03356,8.92748,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89410,5.96847,7.63222,49.02729,14.81143,20.29824,17.03356,8.92748,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89420,5.96847,7.63222,49.02729,14.81143,20.29824,17.03356,8.92748,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89430,5.96847,7.63222,49.02729,14.81143,20.29824,17.03356,8.92748,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89440,5.96847,7.63222,49.02729,14.81143,20.29824,17.03356,8.92748,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89450,5.96847,7.63222,49.02729,14.81143,20.29824,17.03356,8.92748,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89460,5.96847,7.63222,49.02729,14.81143,20.29824,17.03356,8.92748,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89470,5.96847,7.63222,49.02729,14.81143,20.29824,17.03356,8.92628,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89480,5.96847,7.63222,49.02729,14.81143,20.29824,17.03356,8.92628,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89490,5.96847,7.63222,49.02729,14.81143,20.29824,17.03356,8.92628,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89500,5.96847,7.63222,49.02729,14.81143,20.29824,17.03356,8.92628,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89510,5.96847,7.63222,49.02729,14.81143,20.29824,17.03356,8.92628,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89520,5.96847,7.63222,49.02729,14.81143,20.29824,17.03356,8.92628,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89530,5.96847,7.63222,49.02729,14.81143,20.29824,17.03356,8.92628,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89540,5.96847,7.63222,49.02729,14.81143,20.29824,17.03356,8.92628,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89550,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92628,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89560,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92628,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89570,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92628,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89580,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92628,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89590,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92628,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89600,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92628,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89610,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92625,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89620,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92625,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89630,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92625,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89640,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92625,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89650,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92625,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89660,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92625,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89670,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92625,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89680,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92625,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89690,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92625,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89700,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92625,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89710,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92625,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89720,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92625,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89730,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92625,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89740,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92625,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89750,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92625,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89760,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92625,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89770,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92625,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89780,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92625,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89790,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92625,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89800,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92625,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89810,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92625,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89820,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92625,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89830,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92625,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89840,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92625,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89850,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92625,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89860,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89870,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89880,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89890,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89900,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89910,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89920,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89930,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89940,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89950,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89960,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89970,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89980,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
89990,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90000,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90010,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90020,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90030,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90040,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90050,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90060,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90070,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90080,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90090,5.96788,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90100,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90110,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90120,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90130,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90140,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90150,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90160,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90170,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90180,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90190,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90200,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90210,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90220,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90230,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90240,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92602,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90250,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92592,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90260,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92592,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90270,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92592,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90280,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92592,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90290,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92592,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90300,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92592,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90310,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92592,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90320,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92592,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90330,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92592,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90340,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92592,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90350,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92592,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90360,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92592,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90370,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92575,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90380,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92575,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90390,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92575,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90400,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92548,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90410,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92548,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90420,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92475,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90430,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92475,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90440,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92475,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90450,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92475,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90460,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92475,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90470,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92475,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90480,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92475,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90490,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92475,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90500,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92475,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90510,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92475,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90520,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92475,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90530,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92475,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90540,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92455,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90550,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92455,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90560,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92455,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90570,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92455,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90580,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92455,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90590,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92455,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90600,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92455,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90610,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92455,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
90620,5.96684,7.63222,49.02729,14.81143,20.29824,17.03356,8.92455,14.49767,183.15047,11.93666,5.68123,32.13731,47.46747,,,,,,,,,,,,,
