Iterations,Carleton92,Carleton91,EarlHaig83,EdHEC92,KingFahd93,LSE91,Rye92,St.Andrews83,Trent92,TorontoAS92,TorontoE92,YorkMills83,Car-f-92 , Car-s-91 ,Ear-f-83 ,Hec-s-92 ,Kfu-s-93 ,Lse-f-91 ,Pur-s-93,Rye-s-93,Sta-f-83,Tre-s-92,Uta-s-92,Ute-s-92,yor-f-83,test,test1
1390,7.90283,9.25783,56.32684,14.14335,25.44687,19.91031,20.61907,175.7544,14.29016,5.91658,37.05949,51.7629,,,,,,,,,,,,,,13.90158019,14.32500981
1400,7.96983,9.26941,55.62729,14.19259,25.45883,19.69827,20.55646,174.96553,14.36261,5.89223,35.51585,51.56311,,,,,,,,,,,,,,13.96875122,14.34724732
1410,7.92743,9.35779,55.2824,15.48235,26.1169,19.77384,20.65295,176.54163,14.3367,5.90299,35.2504,52.05833,,,,,,,,,,,,,,13.92611022,14.26242384
1420,7.91912,9.33889,55.74551,14.76432,27.46893,19.76981,20.56273,178.12756,14.26632,5.96901,35.09513,51.22305,,,,,,,,,,,,,,13.84335002,14.2887879
1430,7.88454,9.36724,55.33573,14.86988,25.69607,20.45249,20.61776,179.73967,14.22208,5.96638,36.14276,50.18798,,,,,,,,,,,,,,13.83830646,14.38484475
1440,7.88796,9.36228,56.25929,15.43772,27.66466,20.18177,21.17215,177.91479,14.42038,5.96953,38.23985,50.5493,,,,,,,,,,,,,,13.86650454,14.39516112
1450,7.98053,9.30267,55.11351,14.98394,27.62223,20.20194,21.52031,178.09319,14.36123,5.96384,38.59658,50.47172,,,,,,,,,,,,,,13.90524823,14.39080532
1460,7.96429,9.28961,54.77929,14.80931,23.81609,20.09336,21.14855,177.35342,14.36307,5.93535,41.29113,50.21136,,,,,,,,,,,,,,13.91373058,14.40914553
1470,7.96109,9.36547,55.25129,14.57835,26.28048,19.91874,20.90558,176.17666,14.2246,5.94776,37.17295,50.05302,,,,,,,,,,,,,,13.86169023,14.45683008
1480,8.00333,9.34798,56.06018,14.56099,25.88414,19.82593,21.07592,175.26995,14.32661,5.9503,36.7784,49.65344,,,,,,,,,,,,,,13.87613315,14.45453755
1490,8.02656,9.27035,56.41484,14.84969,25.95145,19.9756,21.13505,175.90334,14.32524,5.93732,36.69622,49.72358,,,,,,,,,,,,,,13.86879707,14.43963613
1500,8.08129,9.24081,56.64862,17.43913,25.73645,20.29182,21.32603,176.21758,14.27641,5.92909,35.59258,49.88299,,,,,,,,,,,,,,14.02812765,14.52445961
1510,8.11365,9.20643,56.44418,17.14902,25.86451,19.48477,21.2588,178.6873,14.28489,5.95401,35.18713,49.82029,,,,,,,,,,,,,,14.00336836,14.55472095
1520,8.08493,9.21103,56.67173,18.9007,26.24533,19.20231,21.22179,178.83951,14.25486,5.92984,34.87367,49.4409,,,,,,,,,,,,,,13.95958111,14.52216708
1530,8.10496,9.20844,56.46551,19.53088,26.93593,18.94589,20.71904,179.65456,14.36307,5.92937,34.96422,49.33995,,,,,,,,,,,,,,13.92611022,14.57718771
1540,8.08933,9.17299,56.36862,20.98749,26.80095,18.6051,20.66122,179.16357,14.27434,5.92411,38.24785,50.29744,,,,,,,,,,,,,,13.94582595,14.59484017
1550,8.07602,9.15278,56.01662,18.2861,26.3102,18.6935,20.64084,175.56127,14.00314,5.91856,38.30895,50.49616,,,,,,,,,,,,,,13.86742155,14.5278984
1560,8.14069,9.17641,57.7304,17.1143,27.46818,18.59079,20.8272,177.14229,14.01483,5.92063,38.10931,50.38139,,,,,,,,,,,,,,13.82317579,14.42748574
1570,8.02917,9.16507,56.24951,17.52238,27.4607,18.44589,21.03377,177.16848,13.97219,5.92622,37.4184,50.75334,,,,,,,,,,,,,,13.74935644,14.49534452
1580,8.09009,9.19195,56.29751,17.45153,27.15261,19.52256,20.83347,175.08828,14.1008,5.91484,34.77876,50.74909,,,,,,,,,,,,,,13.75073196,14.41900339
1590,8.09666,9.22427,56.38284,17.39414,27.10736,19.44919,20.78096,174.82314,14.05357,5.89622,34.44276,51.27725,,,,,,,,,,,,,,13.76540413,14.52056231
1600,8.13053,9.25086,55.99884,18.06613,27.02959,19.01009,21.41128,177.26667,14.01414,5.8919,37.26676,50.19648,,,,,,,,,,,,,,14.05632572,14.44078239
1610,8.12717,9.24654,56.12329,15.8635,27.14943,19.1106,21.19087,176.62838,13.91556,5.89119,35.88822,49.68532,,,,,,,,,,,,,,14.01597726,14.36535828
1620,8.08335,9.21942,56.6504,15.35199,27.12849,19.07428,20.898,177.44671,13.98457,5.88926,33.84858,49.42284,,,,,,,,,,,,,,13.96279065,14.43321706
1630,8.01717,9.21216,57.05929,15.21065,27.18196,19.24376,21.12434,174.65456,13.99672,5.89467,33.80676,48.75227,,,,,,,,,,,,,,14.04279982,14.49717854
1640,8.015,9.35797,57.95618,15.60598,30.18065,19.51669,21.32045,174.4778,14.04991,5.87323,33.09404,48.93293,,,,,,,,,,,,,,14.12968657,14.49649078
1650,7.99931,9.45604,57.4504,16.86492,23.39265,18.79035,20.80125,176.15538,13.99168,5.86255,36.09731,48.36545,,,,,,,,,,,,,,14.1764541,14.48319413
1660,7.941,9.44322,57.76151,15.54824,23.45416,18.65279,20.92474,177.7364,13.93138,5.81939,37.52458,48.11359,,,,,,,,,,,,,,14.23422577,14.42886126
1670,7.95381,9.43282,58.09929,16.05762,23.70261,19.03687,20.92761,176.7724,14.08888,5.81261,36.49622,47.97119,,,,,,,,,,,,,,14.25325374,14.51758203
1680,7.80809,9.43613,57.60507,16.61094,25.37751,18.6106,21.12852,173.72167,14.11501,5.81704,38.25258,48.38352,,,,,,,,,,,,,,14.21749033,14.52766914
1690,7.82221,9.4668,56.65396,17.0849,24.21467,18.22982,21.47433,178.3305,14.00245,5.82033,35.67113,48.33676,,,,,,,,,,,,,,14.23583054,14.57856323
1700,7.79344,9.52753,56.65573,16.97261,23.71458,18.91948,21.55611,178.27649,14.00933,5.80777,37.85476,48.22624,,,,,,,,,,,,,,14.24293737,14.57443668
1710,7.6652,9.47034,56.19796,16.28965,24.73421,18.20011,20.95356,178.20448,13.99924,5.8049,38.0424,48.26875,,,,,,,,,,,,,,14.37796717,14.43367556
1720,7.67188,9.51997,56.26284,15.51388,23.38069,18.32923,20.25497,179.49581,13.96806,5.79987,35.8304,48.48979,,,,,,,,,,,,,,14.34655956,14.41143806
1730,7.66346,9.5062,56.44773,15.75227,23.25505,18.85014,20.21526,177.43689,14.04532,5.81713,36.32022,49.13485,,,,,,,,,,,,,,14.32432205,14.52606437
1740,7.66759,9.55937,56.16951,18.15504,23.61624,18.6913,20.63744,177.36978,14.05426,5.80368,35.54058,49.06577,,,,,,,,,,,,,,14.27296946,14.4586641
1750,7.7196,9.56658,55.65129,16.62758,24.96135,18.51926,20.86543,177.81659,14.07627,5.82399,39.22713,49.02964,,,,,,,,,,,,,,14.27342797,14.53408822
1760,7.85837,9.57373,55.42551,18.50289,22.49211,18.44259,20.74682,177.53345,14.04005,5.83693,36.63149,48.93187,,,,,,,,,,,,,,14.31217166,14.50382687
1770,7.83334,9.56446,55.90196,19.57162,23.16494,18.59483,20.30208,179.67257,13.95591,5.82183,34.79804,48.98182,,,,,,,,,,,,,,14.28145181,14.65559211
1780,7.84235,9.53834,55.85751,15.97757,23.40555,18.22359,20.43306,179.0179,14.02285,5.80867,35.06785,49.09128,,,,,,,,,,,,,,14.28191032,14.65719688
1790,7.85354,9.53757,56.28418,17.00413,23.44705,18.45213,20.37009,178.64965,14.0538,5.79296,34.39985,49.02433,,,,,,,,,,,,,,14.28901715,14.5627448
1800,7.85571,9.56782,56.61218,15.92124,23.37695,18.54017,20.58215,178.23558,14.05976,5.8033,38.45913,48.91487,,,,,,,,,,,,,,14.35825144,14.58085575
1810,7.89654,9.56386,56.37218,16.03354,23.37545,18.37252,20.30826,178.8346,13.93757,5.80899,39.58895,48.99138,,,,,,,,,,,,,,14.3323459,14.49053022
1820,7.97634,9.58927,56.64951,17.36687,22.83105,18.22359,20.16327,179.20285,13.94858,5.81012,40.37658,48.61306,,,,,,,,,,,,,,14.28374434,14.49992957
1830,7.92808,9.57615,56.69662,18.03495,22.86246,18.14802,20.46998,177.9999,13.95362,5.80001,38.74785,48.50785,,,,,,,,,,,,,,14.26815516,14.40799927
1840,7.8765,9.57131,56.47796,17.91947,22.85928,18.09739,20.36173,175.3927,13.96187,5.80989,38.19258,48.42603,,,,,,,,,,,,,,14.26288235,14.21152976
1850,8.0574,9.55418,56.19529,17.71827,26.1928,18.177,20.02036,176.48599,13.98984,5.82851,38.43076,48.90955,,,,,,,,,,,,,,14.28236882,14.21267602
1860,8.06191,9.54904,56.29307,15.57622,24.83255,18.29365,19.81745,177.33214,14.00176,5.83157,40.28022,48.92231,,,,,,,,,,,,,,14.30025053,14.22322164
1870,8.13222,9.54189,56.70373,16.72996,24.82675,18.3285,19.92256,177.1652,13.99626,5.82813,38.44167,48.93825,,,,,,,,,,,,,,14.25050271,14.22047061
1880,8.10219,9.53533,57.43351,16.89538,28.41022,18.34978,20.67646,180.02772,13.98709,5.82338,36.3944,47.93612,,,,,,,,,,,,,,14.17439083,14.15536286
1890,8.10062,9.55081,57.68151,17.17062,28.37078,18.31089,20.69179,177.29941,13.92978,5.82682,33.45731,47.91699,,,,,,,,,,,,,,14.18883375,14.09048436
1900,8.08563,9.58183,57.74107,18.01122,28.36629,18.53393,20.58789,177.25195,14.05312,5.82874,34.42495,48.13485,,,,,,,,,,,,,,14.25027345,14.24041559
1910,8.08764,9.55305,56.39707,17.35589,29.54128,18.34501,20.50899,180.42379,14.07169,5.81694,36.42349,48.20711,,,,,,,,,,,,,,14.16865951,14.26815516
1920,8.04953,9.56824,56.52951,17.36899,25.71271,18.45469,20.87057,179.81496,14.09667,5.80834,36.21767,47.35483,,,,,,,,,,,,,,14.13518863,14.27915928
1930,8.01945,9.68652,56.88596,17.84756,25.72505,18.42498,20.48417,176.93934,14.05495,5.79489,37.0024,46.45047,,,,,,,,,,,,,,13.89103457,14.27113544
1940,7.99209,9.6942,56.81218,18.15043,25.6813,18.46056,20.95322,179.64802,14.06871,5.78859,38.46895,46.28362,,,,,,,,,,,,,,13.87292361,14.32432205
1950,8.00436,9.69355,56.30373,18.16637,24.51267,18.76577,21.06991,176.51545,14.00887,5.78534,36.97004,46.56205,,,,,,,,,,,,,,13.95637157,14.3236343
1960,7.87118,9.68161,57.35084,18.18692,24.84881,18.55044,21.08646,176.35342,13.98021,5.78134,36.49222,46.78947,,,,,,,,,,,,,,14.00336836,14.31950775
1970,7.90544,9.69142,57.35529,17.24395,24.82619,19.01889,21.4503,173.89679,13.9942,5.77692,37.62822,47.52486,,,,,,,,,,,,,,14.05747199,14.36467052
1980,7.89588,9.70448,57.29218,17.04806,25.05128,19.10987,21.46153,174.65129,14.02744,5.76324,34.5224,46.81072,,,,,,,,,,,,,,14.0496774,14.33624319
1990,7.88068,9.73963,57.92596,18.54221,25.24664,19.3241,21.16501,175.80677,14.03455,5.78036,37.42204,47.29106,,,,,,,,,,,,,,13.95820559,14.23583054
2000,7.84995,9.7391,58.62907,13.96269,26.21897,19.23973,21.11119,175.98681,14.09782,5.80819,36.76349,47.58012,,,,,,,,,,,,,,14.0278984,14.12349674
2010,7.87243,9.77147,57.93573,17.40052,23.528,19.06034,20.84183,176.70203,14.15559,5.79141,35.0584,47.98288,,,,,,,,,,,,,,14.01506025,14.03867327
2020,7.85924,9.67635,58.46996,18.22022,23.50146,19.21368,21.15334,177.49253,14.09003,5.81229,36.6904,48.38139,,,,,,,,,,,,,,13.96920972,14.04371683
2030,7.83513,9.72994,57.9784,17.52273,23.39041,19.02549,20.94782,177.57764,14.06687,5.77796,36.40022,48.00307,,,,,,,,,,,,,,13.93665585,14.12762329
2040,7.83796,9.75434,57.98196,17.36935,22.85573,19.07025,20.8198,176.63492,14.07329,5.84421,35.8784,48.1391,,,,,,,,,,,,,,14.01735277,14.15994791
2050,7.87151,9.7814,58.27351,18.22518,22.87293,19.01485,20.69971,177.09155,14.0373,5.85536,35.64895,47.98501,,,,,,,,,,,,,,13.9847989,14.14573425
2060,7.87482,9.81537,58.33484,16.26024,23.06923,18.87105,20.58659,176.72003,13.9754,5.85555,36.37913,47.92231,,,,,,,,,,,,,,14.0278984,14.2374353
2070,7.86814,9.77401,58.44596,15.73173,22.97911,19.45249,20.74125,175.32723,13.99764,5.86509,36.98131,47.20924,,,,,,,,,,,,,,13.83555543,14.22115837
2080,7.88367,9.78548,57.71529,16.64494,22.93144,19.72322,20.31236,176.57273,14.02698,5.87638,35.07658,46.44834,,,,,,,,,,,,,,13.90754076,14.31010839
2090,7.90701,9.78689,58.00329,18.74413,25.4607,18.7478,20.34423,176.51872,14.0655,5.86067,36.90822,46.83091,,,,,,,,,,,,,,14.00313911,14.36742155
2100,7.91255,9.81041,59.56773,18.6538,26.6426,18.69717,20.60331,177.59892,14.12189,5.79395,39.23185,46.91168,,,,,,,,,,,,,,13.99901256,14.42404695
2110,7.88427,9.78193,57.10729,15.53407,26.66803,18.75623,20.87136,174.92625,14.23812,5.78454,37.31149,47.19329,,,,,,,,,,,,,,14.03064943,14.46049812
2120,7.85929,9.7528,57.64951,16.95242,26.80039,18.57502,20.99789,175.81987,14.21405,5.77001,36.56931,46.94037,,,,,,,,,,,,,,13.99626153,14.38438624
2130,7.8518,9.74223,56.72151,15.44586,25.40069,18.56695,20.82215,178.99663,14.2113,5.782,34.87622,47.44409,,,,,,,,,,,,,,14.06297405,14.29841651
2140,7.89132,9.74205,56.71262,16.66868,25.41415,18.30319,20.53878,179.21267,14.28329,5.75891,34.88131,47.77778,,,,,,,,,,,,,,13.73193324,14.35870995
2150,7.88226,9.7001,56.67618,15.99174,25.41284,18.46423,19.99145,178.16848,14.16385,5.75426,38.19513,48.71295,,,,,,,,,,,,,,13.7113005,14.34816433
2160,7.90245,9.67222,56.2024,16.19719,25.39022,18.43745,20.11067,178.8837,14.15009,5.75054,38.67804,48.94781,,,,,,,,,,,,,,13.88805429,14.30689885
2170,7.91304,9.61385,56.62107,14.89751,26.89966,18.36849,20.17136,180.26013,14.21818,5.75703,37.60167,48.80116,,,,,,,,,,,,,,13.81790298,14.29681174
2180,7.84219,9.60463,57.14729,15.57055,26.86713,18.3927,20.35999,179.26013,14.17921,5.72938,39.79767,48.16141,,,,,,,,,,,,,,13.83647244,14.28534911
2190,7.82346,9.61526,57.83351,16.78876,27.23561,18.40407,20.08907,181.46144,14.17302,5.72962,38.05331,48.0849,,,,,,,,,,,,,,13.82821935,14.33830646
2200,7.82411,9.61538,58.11618,17.0346,27.22196,18.77861,20.38377,178.89515,14.29223,5.72689,38.32713,48.10828,,,,,,,,,,,,,,13.83601394,14.3759039
2210,7.83834,9.6233,58.39884,17.69524,26.22813,18.77054,19.84227,177.48271,14.28741,5.75402,37.13149,48.26981,,,,,,,,,,,,,,13.90158019,14.68012215
2220,7.83339,9.61952,58.71973,17.05444,27.15784,19.18837,19.88799,178.14065,14.15972,5.74373,36.80931,48.08065,,,,,,,,,,,,,,13.92702724,14.63610564
2230,7.86114,9.59234,58.51173,17.35447,27.11092,19.3329,20.13026,177.36651,14.12992,5.76982,37.01658,48.05833,,,,,,,,,,,,,,13.91212581,14.60469803
2240,7.89599,9.57397,59.23884,17.20817,27.16083,19.49688,20.05066,175.49908,14.16866,5.75501,36.72604,48.11891,,,,,,,,,,,,,,13.92083741,14.58750408
2250,7.941,9.55518,59.49218,17.45507,26.02847,19.57868,20.35111,175.47289,14.12831,5.75106,36.43113,47.67895,,,,,,,,,,,,,,13.85229088,14.53752701
2260,8.29764,9.53031,59.41307,17.307,26.41097,19.56621,20.60461,177.37142,14.08544,5.74152,35.37295,47.3527,,,,,,,,,,,,,,13.77319872,14.50474388
2270,8.29287,9.49958,58.64596,17.02433,26.02062,19.61647,20.49515,180.18648,14.0859,5.72887,33.72095,47.15185,,,,,,,,,,,,,,13.80850362,14.61776543
2280,8.23857,9.58844,58.18373,17.08809,25.71308,19.64802,20.63614,179.70203,14.09622,5.72957,34.11985,47.56418,,,,,,,,,,,,,,13.79108042,14.5980497
2290,8.10322,9.49941,57.05396,18.91806,28.93443,19.8883,20.82894,182.11938,14.06802,5.72901,34.45222,48.18692,,,,,,,,,,,,,,13.80552334,14.49580303
2300,8.09818,9.57704,57.22196,18.72819,28.94378,19.31236,20.72505,181.17502,14.09667,5.74015,33.56385,48.64282,,,,,,,,,,,,,,13.87727941,14.40089243
2310,8.0997,9.53692,57.32062,18.26202,28.76936,19.80906,20.52772,181.55309,14.11135,5.74354,34.09913,48.60881,,,,,,,,,,,,,,13.89470261,14.34312077
2320,8.14633,9.54543,57.03262,17.9216,25.15261,20.0398,20.7261,182.20121,14.04853,5.75821,35.2064,48.84898,,,,,,,,,,,,,,13.89355635,14.38644952
2330,8.19427,9.53492,57.5064,18.50537,22.39583,19.90921,21.03368,182.42707,14.19525,5.75656,36.49004,48.46747,,,,,,,,,,,,,,13.85664668,14.31400569
2340,8.20975,9.48511,57.08062,17.89822,22.36367,19.13885,21.35694,180.9999,14.12281,5.73963,36.87185,48.40052,,,,,,,,,,,,,,13.72711894,14.31561045
2350,8.15833,9.42101,57.97929,17.99776,22.38405,19.32116,21.65495,178.36324,14.10997,5.74453,35.63367,48.35801,,,,,,,,,,,,,,13.7417911,14.32386355
2360,7.81374,9.42124,57.43884,17.83942,23.32871,19.25954,21.16144,178.97044,14.15215,5.71631,37.78385,47.88724,,,,,,,,,,,,,,13.92611022,14.3628365
2370,7.81727,9.41888,55.88684,16.49652,23.21991,19.12381,21.6546,175.25358,14.09713,5.73409,37.37695,48.23687,,,,,,,,,,,,,,13.86673379,14.36352425
2380,7.79577,9.30497,55.81129,14.49546,23.19074,19.33841,21.2082,176.01954,14.11822,5.73615,37.44422,47.84473,,,,,,,,,,,,,,13.8894298,14.43894837
2390,7.85636,9.3403,55.74462,15.72004,23.80095,19.35601,20.95208,176.71839,14.1251,5.73714,38.51695,47.97225,,,,,,,,,,,,,,13.8279901,14.42633948
2400,7.8366,9.35655,56.01218,14.80258,23.78693,19.26761,21.29981,177.06373,14.15949,5.78482,36.04713,48.27937,,,,,,,,,,,,,,13.95201577,14.4151061
2410,7.80337,9.39956,55.56773,15.30984,22.50706,18.81456,21.11371,178.24376,14.17462,5.78544,35.99113,48.28681,,,,,,,,,,,,,,13.97815057,14.4852574
2420,7.86488,9.36482,55.50996,15.18302,24.00155,19.27824,21.07392,180.3796,14.20626,5.77862,38.14458,48.48341,,,,,,,,,,,,,,14.09117212,14.47746282
2430,7.89371,9.37138,55.85929,13.84296,25.33376,18.80869,20.58528,177.62347,14.32524,5.77739,38.29804,48.05833,,,,,,,,,,,,,,14.16063567,14.44261641
2440,7.87069,9.36075,56.44151,14.23935,27.41845,18.90003,20.45735,178.92461,14.26334,5.77194,37.36313,47.89361,,,,,,,,,,,,,,14.19318955,14.41808638
2450,7.85555,9.35856,56.50818,14.73952,27.50856,18.58529,21.35381,177.82805,14.20992,5.78525,38.51076,47.90637,,,,,,,,,,,,,,14.16544998,14.51162146
2460,7.84501,9.35354,56.05929,14.30204,27.38685,19.03356,21.21978,176.13574,14.21015,5.80203,37.52385,48.27087,,,,,,,,,,,,,,13.91258432,14.57420743
2470,7.85321,9.33422,54.96684,21.03956,28.7559,18.8351,21.52336,175.28304,14.21703,5.80086,36.95585,48.24324,,,,,,,,,,,,,,13.82088326,14.60286401
2480,7.90832,9.35123,55.74818,20.82773,31.14588,18.91177,21.29233,172.1783,14.24592,5.78388,37.88567,47.8798,,,,,,,,,,,,,,13.7844321,14.65146557
2490,7.96402,9.37717,56.66462,20.65415,30.51604,19.15866,21.68064,171.95735,14.25876,5.80335,36.34967,47.49616,,,,,,,,,,,,,,13.87269436,14.6764541
2500,7.97358,9.37806,56.74196,20.05373,30.10063,19.1891,21.98178,173.84114,14.37476,5.75511,36.41404,47.49404,,,,,,,,,,,,,,13.93023677,14.58337753
2510,7.97803,9.32837,56.14729,19.45968,27.65214,19.35418,21.6688,176.84442,14.40777,5.74871,36.0504,47.5748,,,,,,,,,,,,,,13.89424411,14.50703641
2520,7.96804,9.34745,56.99973,19.66159,27.60914,19.13151,21.981,175.53345,14.47379,5.76141,35.66022,47.61306,,,,,,,,,,,,,,13.88667877,14.44032389
2530,7.95012,9.3172,56.22551,20.73102,28.69308,19.09703,21.49114,178.20121,14.45958,5.74989,35.70531,47.2815,,,,,,,,,,,,,,13.86260724,14.41533535
2540,8.03199,9.36092,56.6744,21.66336,26.71364,19.11207,21.02045,177.24867,14.4433,5.72746,35.32604,47.17842,,,,,,,,,,,,,,14.01276772,14.38163521
2550,8.10067,9.39968,57.39884,21.66726,26.96715,19.27127,21.2541,175.7544,14.4527,5.72275,36.20967,47.55142,,,,,,,,,,,,,,14.13885667,14.30368932
2560,8.11685,9.38001,57.18462,22.0137,27.3132,19.47377,21.25235,176.93934,14.49878,5.73503,37.42931,47.85748,,,,,,,,,,,,,,14.06480807,14.34335002
2570,8.08107,9.39229,57.44951,17.11253,27.27824,19.35418,21.3471,178.15375,14.43757,5.74241,39.70313,47.41327,,,,,,,,,,,,,,13.99626153,14.43436332
2580,7.93161,9.36848,57.83173,15.14902,27.30478,19.34464,21.4638,178.30595,14.54165,5.73719,41.11004,47.82029,,,,,,,,,,,,,,13.98021385,14.46324915
2590,8.26349,9.39879,57.60773,15.04948,27.38742,19.20671,21.32681,176.12756,14.42175,5.75384,38.29113,48.58862,,,,,,,,,,,,,,13.86994333,14.43138304
2600,8.23727,9.44659,58.35973,14.60279,25.7071,18.82337,21.4456,177.52854,14.39975,5.74777,37.56713,49.02751,,,,,,,,,,,,,,13.91097955,14.49878331
2610,8.27549,9.47743,58.94551,17.09198,25.73253,18.72799,21.73881,176.62674,14.27205,5.74542,38.69295,49.60668,,,,,,,,,,,,,,13.86123173,14.47471178
2620,8.31958,9.29558,59.4504,15.87201,27.20925,18.72469,21.96628,178.18975,14.48274,5.75633,38.5384,48.81604,,,,,,,,,,,,,,13.79245594,14.34449629
2630,8.35405,9.27201,57.95084,16.13945,24.18046,19.22835,22.20899,177.62347,14.43115,5.75562,39.07985,48.51636,,,,,,,,,,,,,,13.77457423,14.41235507
2640,8.12858,9.28967,57.79084,15.8713,24.1025,19.74596,21.99911,174.56455,14.33899,5.76498,40.97113,48.7799,,,,,,,,,,,,,,13.79474846,14.35572967
2650,8.08379,9.28902,58.80862,16.75582,23.96603,19.06951,22.12678,172.81005,14.54234,5.77189,40.9944,48.5036,,,,,,,,,,,,,,13.78649537,14.29245594
2660,8.19471,9.30781,57.71618,16.11678,23.93144,19.11243,21.74116,172.56455,14.61983,5.77467,37.81295,49.46535,,,,,,,,,,,,,,13.87361137,14.36535828
2670,8.18705,9.27455,56.98196,15.99351,23.67794,19.09189,21.82659,172.43689,14.5655,5.78619,35.9824,49.50785,,,,,,,,,,,,,,13.94628446,14.38599101
2680,8.14655,9.229,54.95796,16.24076,24.56147,18.86445,21.63692,173.18648,14.46623,5.75543,35.83513,49.68426,,,,,,,,,,,,,,13.96943897,14.36971408
2690,8.19324,9.20194,54.76062,16.33959,24.59362,18.82997,21.63013,172.576,14.4958,5.75402,37.1744,50.20073,,,,,,,,,,,,,,13.98296488,14.34953984
2700,8.12098,9.22959,55.95973,15.88617,24.6168,18.98587,21.80177,174.51217,14.50681,5.75398,36.85258,49.96269,,,,,,,,,,,,,,14.05082366,14.28603686
2710,8.21175,9.28429,56.6024,13.70622,26.21019,19.19974,21.72,174.81168,14.48961,5.79794,33.41585,50.00201,,,,,,,,,,,,,,14.04348757,14.29039266
2720,8.02108,9.27484,57.79084,15.50715,26.17803,18.94112,22.1077,177.44834,14.55655,5.77796,34.90895,49.84579,,,,,,,,,,,,,,13.98227712,14.29658249
2730,8.05507,9.23975,58.34462,17.58047,26.34834,19.21405,22.0895,175.40252,14.62304,5.81501,36.00276,50.15397,,,,,,,,,,,,,,13.80575259,14.22918221
2740,7.97428,9.23608,56.88773,18.78911,26.48257,19.21405,22.24086,171.90825,14.63886,5.77975,39.62495,50.24643,,,,,,,,,,,,,,13.80002127,14.145505
2750,7.97808,9.28873,57.33129,17.33074,25.53847,19.07942,21.83591,171.33214,14.59415,5.77542,41.83767,49.84048,,,,,,,,,,,,,,13.87063109,14.16957652
2760,7.96978,9.33227,56.53396,18.71614,27.30834,19.00165,21.63892,175.83951,14.53615,5.78939,40.48167,49.62688,,,,,,,,,,,,,,13.93390481,14.20969574
2770,7.97705,9.32435,57.48684,18.90389,27.3461,18.57758,21.38098,174.70039,14.53661,5.79968,36.66604,49.97332,,,,,,,,,,,,,,13.74591765,14.1154729
2780,7.97879,9.32329,57.74373,17.43417,27.33264,19.59189,21.05798,174.36978,14.53753,5.7994,36.03004,50.98182,,,,,,,,,,,,,,13.80323081,14.13587639
2790,7.99497,9.30267,57.05307,16.88936,29.10848,19.73606,20.91525,175.94425,14.54853,5.79649,35.92785,49.91062,,,,,,,,,,,,,,13.71382228,14.1416077
2800,7.97672,9.32796,56.67084,18.70091,29.19803,19.7599,21.03664,175.05718,14.76861,5.80946,37.1864,49.96056,,,,,,,,,,,,,,13.66934727,14.14252471
2810,7.99556,9.37032,57.97218,18.97615,29.04417,19.72909,21.03394,174.92461,14.68035,5.78943,35.64204,50.45047,,,,,,,,,,,,,,13.78420284,14.11340963
2820,8.00105,9.49604,57.75618,18.73315,27.04174,19.78998,20.93432,175.48926,14.61708,5.75915,35.75549,50.39946,,,,,,,,,,,,,,13.84747657,14.16315745
2830,7.9796,9.53456,57.9704,19.48873,25.23785,19.67186,21.1839,174.82805,14.61066,5.76743,36.21949,49.88405,,,,,,,,,,,,,,13.86123173,14.17851738
2840,7.97515,9.52777,59.19262,17.16779,25.19598,18.87656,21.8272,172.96553,14.63611,5.77486,34.99585,49.79159,,,,,,,,,,,,,,13.91235507,14.21703182
2850,7.99138,9.5202,58.95973,16.56063,25.10531,18.84097,21.01801,176.49908,14.71313,5.80236,34.58095,49.77672,,,,,,,,,,,,,,13.92496396,14.30827437
2860,8.01158,9.52546,58.96329,16.63042,25.1599,18.95066,20.91681,176.87388,14.63932,5.79508,35.37331,50.21667,,,,,,,,,,,,,,14.0109337,14.37865493
2870,7.96712,9.40535,58.77662,16.47243,25.10194,18.6216,20.8576,177.69384,14.63771,5.81459,36.6784,51.34739,,,,,,,,,,,,,,14.00290986,14.34472554
2880,7.99888,9.40364,59.10551,16.24218,24.70654,18.58565,21.10997,177.65293,14.6086,5.82903,35.4544,51.52486,,,,,,,,,,,,,,13.99603228,14.37865493
2890,8.00946,9.38426,57.84862,16.41327,25.02155,18.69497,21.16475,178.22249,14.55037,5.83293,35.53295,51.56736,,,,,,,,,,,,,,14.08979661,14.24018634
2900,7.97081,9.3686,57.82729,15.88901,25.02361,19.47414,20.60784,178.21267,14.57604,5.81135,36.85913,52.10722,,,,,,,,,,,,,,14.15948941,14.35366639
2910,8.24379,9.27508,57.18462,17.12245,25.65532,19.3894,20.35816,176.33378,14.56137,5.82141,36.82385,52.53548,,,,,,,,,,,,,,14.1503193,14.31240092
2920,8.16267,9.29552,56.96862,17.2234,26.79553,19.45506,20.2217,178.54818,14.68906,5.70169,36.73731,52.17948,,,,,,,,,,,,,,14.09667419,14.32753159
2930,8.16034,9.27732,56.29218,17.33853,27.14718,19.38536,20.30391,177.7544,14.63679,5.70766,34.92858,52.02964,,,,,,,,,,,,,,14.02560587,14.40524823
2940,8.15529,9.27348,56.83262,15.50821,27.08755,19.29695,20.34719,176.86569,14.44514,5.68481,34.01367,52.44622,,,,,,,,,,,,,,13.99098872,14.41785713
