Iterations,Carleton92,Carleton91,EarlHaig83,EdHEC92,KingFahd93,LSE91,Rye92,St.Andrews83,Trent92,TorontoAS92,TorontoE92,YorkMills83,Car-f-92 , Car-s-91 ,Ear-f-83 ,Hec-s-92 ,Kfu-s-93 ,Lse-f-91 ,Pur-s-93,Rye-s-93,Sta-f-83,Tre-s-92,Uta-s-92,Ute-s-92,yor-f-83,test,test1
92430,7.50401,8.84166,49.88862,17.38919,27.49809,19.6858,19.92082,173.17666,13.09943,5.28765,41.06604,47.38883,,,,,,,,,,,,,,13.25508776,13.24156185
92440,7.50536,8.91096,50.30996,17.55886,27.50519,19.45543,19.99789,171.61528,13.07352,5.38522,41.8744,46.00095,,,,,,,,,,,,,,13.29406071,13.22505566
92450,7.50862,8.92201,51.15262,17.1437,27.37339,19.23899,20.3714,172.98353,13.0201,5.37064,43.06895,47.55993,,,,,,,,,,,,,,13.10171774,13.21840734
92460,7.53897,8.93241,51.44507,17.30027,27.84152,18.95946,20.66462,173.90006,12.96898,5.32465,40.98131,47.54399,,,,,,,,,,,,,,13.16682549,13.20809097
92470,7.48137,8.91114,50.9384,16.84685,27.32722,18.87656,20.62551,173.0981,12.96417,5.31647,41.94313,48.00201,,,,,,,,,,,,,,13.09667419,13.09782045
92480,7.45699,8.90742,51.01484,19.10509,27.82974,18.92278,20.68229,173.05064,12.87453,5.30133,40.50131,47.74909,,,,,,,,,,,,,,13.53821476,13.10767831
92490,7.44032,8.92337,51.42373,17.91876,27.79497,19.90774,21.60696,172.17339,12.59484,5.31445,42.5784,47.59074,,,,,,,,,,,,,,13.53408822,13.15880165
92500,7.46274,8.94234,51.31707,18.8341,27.84301,19.86225,20.40789,172.8346,12.75899,5.32296,42.42167,47.75653,,,,,,,,,,,,,,13.5758122,13.21175901
92510,7.41133,8.9525,50.22373,18.1143,28.09745,19.89673,20.00242,173.8346,12.82042,5.31073,39.90022,47.93506,,,,,,,,,,,,,,13.58337753,13.12716479
92520,7.39662,8.95953,49.81929,17.41894,28.0223,19.80172,20.09839,173.54,12.83693,5.37478,38.85549,47.89043,,,,,,,,,,,,,,13.6851657,13.15238258
92530,7.40351,8.98895,50.06107,17.82737,28.36909,19.01816,19.73481,173.74458,12.8179,5.36763,38.78204,47.88086,,,,,,,,,,,,,,13.68539496,13.23124548
92540,7.38478,8.94972,49.9704,17.8171,28.40443,19.36225,19.77495,174.00317,12.80048,5.37219,38.83185,47.93931,,,,,,,,,,,,,,13.61730692,13.19662834
92550,7.44396,8.97329,49.76418,19.09588,29.41265,19.00128,19.52084,173.37797,12.84725,5.38244,37.48167,47.629,,,,,,,,,,,,,,13.62533077,13.33922348
92560,7.47909,9.00248,49.82818,18.35695,26.12643,18.86188,19.17075,172.23558,12.84404,5.3515,38.71295,47.7714,,,,,,,,,,,,,,13.58246052,13.41487685
92570,7.34097,9.05364,50.59529,16.95738,28.03053,19.47927,18.28771,171.5891,12.9119,5.33006,39.04785,47.36226,,,,,,,,,,,,,,13.57443668,13.52445961
92580,7.34254,9.05595,51.22373,14.66868,27.61737,19.44772,18.15726,173.55964,12.92909,5.36787,40.19549,47.38246,,,,,,,,,,,,,,13.47287776,13.46554168
92590,7.27701,9.02741,51.01751,14.63396,28.52856,19.28008,18.34945,173.64638,12.90548,5.36632,41.71767,48.49723,,,,,,,,,,,,,,13.54371683,13.43482182
92600,7.22674,9.05264,50.12062,15.17204,28.64316,18.60436,18.41895,171.87388,12.80736,5.36716,39.71258,48.31976,,,,,,,,,,,,,,13.52560587,13.33784796
92610,7.21441,9.04679,50.48773,15.67576,29.58839,18.82227,19.07426,173.02281,12.77733,5.38475,40.14967,48.27406,,,,,,,,,,,,,,13.46049812,13.39905841
92620,7.20741,9.00195,50.11707,16.36793,30.27506,18.71368,19.76633,170.65947,12.92382,5.37798,40.01549,48.03389,,,,,,,,,,,,,,13.54486309,13.46898047
92630,7.19948,9.06741,50.66018,17.73917,31.36143,19.06364,19.6607,171.2634,12.92221,5.38094,41.71149,48.04558,,,,,,,,,,,,,,13.53523448,13.56251554
92640,7.22218,9.07804,51.23973,18.36156,31.37601,19.08345,19.02114,173.8346,12.93459,5.41941,40.21949,48.21136,,,,,,,,,,,,,,13.48617442,13.50130509
92650,7.22793,9.09547,50.78907,18.21526,31.40985,19.14728,19.19331,172.41888,12.9903,5.42378,39.04822,48.22411,,,,,,,,,,,,,,13.39607813,13.46852196
92660,7.22527,9.11739,49.66907,18.43984,29.15092,19.24596,18.25375,172.57273,12.92084,5.40469,40.43658,48.13803,,,,,,,,,,,,,,13.42886126,13.53294195
92670,7.28608,9.10575,49.68329,17.1685,29.27898,19.96863,18.33282,170.6873,12.89677,5.40389,40.00349,48.39946,,,,,,,,,,,,,,13.36123173,13.46118588
92680,7.32539,9.13104,49.7544,16.95738,33.30815,19.78008,18.40484,170.97044,12.9511,5.41038,40.20022,48.64282,,,,,,,,,,,,,,13.31446419,13.29016341
92690,7.35308,9.13039,51.13129,16.63006,32.93387,19.23019,18.09194,172.54654,12.8312,5.32592,37.70604,48.66726,,,,,,,,,,,,,,13.33853572,13.21817808
92700,7.35025,9.12513,50.8664,18.49191,32.89798,19.33841,18.38377,172.93443,12.86765,5.33533,38.08276,48.80966,,,,,,,,,,,,,,13.40501898,13.17324457
92710,7.42822,9.11154,50.46907,18.24856,29.37489,19.15976,18.36408,173.7233,12.91511,5.27829,36.79549,48.45366,,,,,,,,,,,,,,13.54830188,13.12212123
92720,7.41361,9.13541,50.07084,18.33251,28.95313,19.37876,18.83783,174.18812,13.06022,5.2741,35.01985,47.38671,,,,,,,,,,,,,,13.60974159,13.09506942
92730,7.41665,9.14481,50.36951,17.7126,28.97313,19.38243,19.04431,171.7724,13.19136,5.26098,35.11076,47.43665,,,,,,,,,,,,,,13.58200202,13.1503193
92740,7.37783,9.16241,50.32151,18.58862,28.86096,19.18543,19.49933,172.78386,13.20098,5.26221,36.1704,47.17948,,,,,,,,,,,,,,13.44720147,13.11226337
92750,7.39151,9.0953,50.11707,18.74377,28.82806,19.61684,19.17372,172.62674,12.96944,5.25271,36.61476,48.19967,,,,,,,,,,,,,,13.41900339,13.13083283
92760,7.3755,9.09595,49.0104,18.73067,28.97182,19.62968,19.41694,171.88206,12.99443,5.24674,37.21731,48.32188,,,,,,,,,,,,,,13.41762788,13.06343255
92770,7.3274,9.10079,48.8344,19.26981,29.01613,19.64692,19.28039,172.25522,12.97471,5.24739,38.73513,48.30382,,,,,,,,,,,,,,13.47998459,13.08291903
92780,7.35118,9.12129,50.1624,19.6669,27.44724,19.30502,18.9014,171.20612,12.86857,5.24551,39.24495,48.62475,,,,,,,,,,,,,,13.49419826,13.02537662
92790,7.67318,9.11497,50.86462,18.62475,30.48295,19.50788,18.95592,170.04082,12.9699,5.29042,39.25331,48.2985,,,,,,,,,,,,,,13.42748574,13.07970949
92800,7.69528,9.18338,50.90373,17.35199,36.32217,19.56988,19.23886,172.32723,12.98938,5.29009,38.89222,48.36651,,,,,,,,,,,,,,13.46462467,13.06778835
92810,7.71743,9.15136,50.96684,17.9092,36.72729,19.30906,18.93301,171.85424,12.90594,5.31934,38.15476,47.89786,,,,,,,,,,,,,,13.60469803,13.08337753
92820,7.82042,9.21298,51.89396,17.52875,36.81778,19.3186,19.11441,171.24049,12.99305,5.31294,36.77876,47.55568,,,,,,,,,,,,,,13.70717396,13.03500523
92830,7.80435,9.24826,53.11084,17.0261,36.80301,19.43635,19.07662,171.77895,13.25669,5.28332,38.01513,46.24749,,,,,,,,,,,,,,13.65650912,13.21061275
92840,7.82259,9.21671,53.17929,17.19188,30.61923,19.57171,19.11911,171.78386,13.21199,5.2836,37.53404,44.19329,,,,,,,,,,,,,,13.64183696,13.20190115
92850,7.86309,9.19975,53.04684,18.24891,30.03445,19.52806,18.94285,171.74785,13.23537,5.28501,38.51331,44.15716,,,,,,,,,,,,,,13.61845319,13.16109418
92860,7.87677,9.18811,51.31796,18.56134,32.73514,19.73202,18.53486,170.94589,13.24042,5.29682,38.97513,43.52911,,,,,,,,,,,,,,13.51139221,13.09690344
92870,7.78372,9.18463,51.20329,19.64919,29.29207,20.14435,18.40231,169.67584,13.18654,5.3042,40.19949,43.4324,,,,,,,,,,,,,,13.41418909,13.13793966
92880,7.80592,9.17104,52.14551,21.01972,29.29562,20.51779,18.74029,169.84933,13.20419,5.3105,40.56276,44.46641,,,,,,,,,,,,,,13.51139221,13.14023219
92890,7.68502,9.15107,52.52329,20.57445,29.46762,20.72872,18.65321,171.81332,13.15972,5.29136,40.3944,44.32826,,,,,,,,,,,,,,13.59094287,13.04807263
92900,7.76586,9.19597,52.31796,15.99988,29.52782,20.94699,18.7409,171.14884,13.16178,5.31497,38.0104,44.90424,,,,,,,,,,,,,,13.63174984,13.03317121
92910,7.74794,9.26385,52.88507,16.19825,29.46444,20.89453,18.66653,173.96389,13.16866,5.34158,38.38676,45.25387,,,,,,,,,,,,,,13.6024055,13.03890252
92920,7.71498,9.29174,53.20062,16.31125,31.39059,20.87839,18.56464,173.71185,13.12281,5.33227,38.05331,45.41965,,,,,,,,,,,,,,13.60401027,13.1590309
92930,7.73556,9.30698,52.57573,16.27689,31.38143,20.74853,18.45457,174.81332,13.09644,5.30721,37.00604,44.97757,,,,,,,,,,,,,,13.73193324,13.32042476
92940,7.7215,9.30456,52.50196,17.92195,31.34217,20.50385,18.28936,175.27649,13.16935,5.31388,37.01513,45.0222,,,,,,,,,,,,,,13.70350591,13.27801302
92950,7.6734,9.24453,52.95707,18.33463,32.96304,20.69277,18.20916,175.13902,13.198,5.30199,36.53004,44.7714,,,,,,,,,,,,,,13.51804053,13.27044768
92960,7.6747,9.19154,52.64773,17.4611,32.8518,19.72725,18.22527,173.72658,13.12006,5.33843,36.22458,44.70445,,,,,,,,,,,,,,13.5191868,13.18241467
92970,7.66525,9.1757,53.40329,18.75688,31.2902,19.59556,18.51422,176.79368,13.12373,5.36349,38.22967,44.14016,,,,,,,,,,,,,,13.47287776,13.26655039
92980,7.64212,9.08525,52.75707,17.91558,31.28441,19.68837,18.6094,174.6071,13.31423,5.35094,39.41549,44.25918,,,,,,,,,,,,,,13.47035598,13.10538579
92990,7.58696,9.11928,52.76507,17.55851,31.37246,19.69424,18.88642,174.7855,13.28489,5.33669,39.12785,43.8798,,,,,,,,,,,,,,13.46668794,13.03798551
93000,7.60146,9.16537,52.96507,18.15716,31.3833,19.6029,18.84506,174.6071,13.40548,5.35033,39.58022,44.18373,,,,,,,,,,,,,,13.46026887,13.07741696
93010,7.62269,9.16212,52.61662,17.80789,33.26665,19.59299,18.8906,174.558,13.52423,5.37196,37.75913,44.2443,,,,,,,,,,,,,,13.54119505,13.01689427
93020,7.64066,9.21168,52.02107,18.00201,33.12849,20.05814,19.13627,175.17175,13.50956,5.35686,39.22785,44.35801,,,,,,,,,,,,,,13.58200202,12.98067235
93030,7.66433,9.21872,49.97929,17.94994,33.08923,20.21258,19.29781,174.51872,13.52125,5.33617,39.12313,44.78734,,,,,,,,,,,,,,13.41625236,12.95705933
93040,7.62942,9.19272,50.11884,17.96729,32.88358,20.24339,19.32472,176.05064,13.48274,5.27721,39.23185,45.03602,,,,,,,,,,,,,,13.45981036,13.05036515
93050,7.59815,9.16696,49.77929,20.2103,28.87947,20.22909,19.32646,174.68075,13.39218,5.28736,38.55731,45.50148,,,,,,,,,,,,,,13.58314828,13.0758122
93060,7.72101,9.18711,49.7624,19.85748,28.87704,20.2522,19.26994,175.4778,13.50199,5.27641,39.32349,44.88299,,,,,,,,,,,,,,13.51666502,13.00313911
93070,7.70461,9.19798,50.26284,19.70552,26.26178,20.24046,19.31201,173.88697,13.5201,5.27274,38.45585,45.50254,,,,,,,,,,,,,,13.55793049,12.97127299
93080,7.67182,9.18108,50.16062,20.13803,26.93294,20.51852,19.11519,175.44834,13.60882,5.28887,37.46204,45.45153,,,,,,,,,,,,,,13.46577093,13.02950316
93090,7.66411,9.19833,50.0344,16.44657,28.0266,20.56621,18.72819,177.52363,13.52056,5.28426,38.94385,45.51423,,,,,,,,,,,,,,13.5540332,13.00909968
93100,7.33668,9.19414,50.29129,16.0137,28.39882,20.3894,18.37593,176.49581,13.34656,5.28953,36.91404,45.19011,,,,,,,,,,,,,,13.58567006,13.0544917
93110,7.36383,9.13187,50.3704,16.86882,29.8748,20.10216,18.17128,174.54654,13.36765,5.25727,37.45113,45.23155,,,,,,,,,,,,,,13.54325832,13.01735277
93120,7.35954,9.12968,50.95796,17.29071,29.912,20.26577,18.54017,172.50399,13.34518,5.26917,38.6104,45.04877,,,,,,,,,,,,,,13.60125924,13.12051646
93130,7.35926,9.12182,50.73396,20.64175,29.98678,20.22322,18.71896,171.8706,13.4699,5.26822,36.27076,45.01582,,,,,,,,,,,,,,13.52973242,13.08773333
93140,7.31388,9.16897,50.28062,21.16425,29.15672,20.35748,18.50725,177.11774,13.39149,5.26498,38.81367,44.58968,,,,,,,,,,,,,,13.47494104,13.11730692
93150,7.28521,9.25464,50.46551,17.81533,29.60316,20.35014,18.74778,174.79532,13.50864,5.27274,38.20895,44.25918,,,,,,,,,,,,,,13.44972325,13.16911802
93160,7.2851,9.25375,51.03529,17.53796,29.56016,20.59446,19.05929,174.21267,13.51139,5.28558,39.96095,44.14654,,,,,,,,,,,,,,13.41097955,13.11020009
93170,7.19856,9.16602,50.64773,17.36687,29.57324,20.09079,18.95626,172.02281,13.53936,5.26569,36.85476,44.24324,,,,,,,,,,,,,,13.42954901,13.08865034
93180,7.22506,9.12608,51.62373,17.96304,29.58783,20.26761,19.14663,172.75767,13.59392,5.28149,38.4544,44.29638,,,,,,,,,,,,,,13.49328125,13.18218542
93190,7.23168,9.12478,51.59796,20.18161,29.29637,20.2566,19.37009,172.6742,13.56137,5.28464,40.9904,43.71508,,,,,,,,,,,,,,13.54440459,13.18791674
93200,7.19487,9.08691,51.81129,19.38635,29.46668,19.71735,19.30704,171.42216,13.56664,5.28854,37.81185,43.23049,,,,,,,,,,,,,,13.56870536,13.27274021
93210,7.19503,9.06026,52.51796,18.56843,29.55848,19.57502,19.55219,174.03263,13.66637,5.28619,37.0344,43.21667,,,,,,,,,,,,,,13.49419826,13.3018553
93220,7.21436,9.05459,50.23973,17.52309,29.51809,19.59042,19.24016,174.11119,13.5804,5.27594,38.66131,43.50148,,,,,,,,,,,,,,13.49167648,13.31606896
93230,7.21897,9.04195,50.26018,17.48377,27.75627,19.49174,19.40118,174.13902,13.56229,5.27956,36.4264,43.51529,,,,,,,,,,,,,,13.44513819,13.40112169
93240,7.20839,9.05943,49.95707,16.86669,28.03726,19.62234,18.97176,175.45489,13.28397,5.28313,36.47222,43.51529,,,,,,,,,,,,,,13.47104374,13.19135552
93250,7.1681,9.10357,50.40507,16.5617,26.48631,19.27054,19.05397,175.27649,13.19296,5.26583,33.33658,43.38352,,,,,,,,,,,,,,13.33051188,13.16659624
93260,7.22028,9.07639,49.92862,16.74802,28.97182,19.85748,19.39491,175.18812,13.21703,5.26733,35.0424,43.38564,,,,,,,,,,,,,,13.32615608,13.05907675
93270,7.23993,9.11639,50.38373,17.41115,29.12587,19.65315,19.30008,174.04573,13.26953,5.27565,35.25076,43.78309,,,,,,,,,,,,,,13.27732526,13.16384521
93280,7.28342,9.00313,50.18996,17.42,26.24589,19.45873,18.60418,175.31577,13.21566,5.25181,39.42095,43.78947,,,,,,,,,,,,,,13.27984704,13.17186905
93290,7.33044,9.00006,51.00862,17.02539,26.30703,20.07135,18.43802,174.49581,13.36559,5.25181,38.69767,44.74165,,,,,,,,,,,,,,13.24591765,13.11088785
93300,7.33244,9.11397,51.25307,17.02362,26.20514,20.13738,19.23755,174.89188,13.63015,5.25727,39.66531,43.92443,,,,,,,,,,,,,,13.19869161,13.1416077
93310,7.36969,9.13736,50.92507,16.93718,26.25449,18.25844,18.7227,175.04573,13.56206,5.26112,37.3864,43.42284,,,,,,,,,,,,,,13.27709601,13.17828812
93320,7.34727,9.07095,51.34373,17.04735,26.76337,18.34684,18.99406,176.81332,13.50543,5.24655,36.75985,43.42284,,,,,,,,,,,,,,13.23537203,13.24156185
93330,7.3388,9.10948,50.09573,16.72181,26.08456,18.40884,19.17215,177.04573,13.27618,5.27081,38.09404,43.82454,,,,,,,,,,,,,,13.36444127,13.25852655
93340,7.34385,9.05288,49.56062,17.67434,24.6398,18.31933,18.90305,176.63329,13.22185,5.27297,37.39113,43.92337,,,,,,,,,,,,,,13.32271729,13.23193324
93350,7.392,9.03751,50.0104,16.39131,24.46893,18.19571,18.52693,174.24213,13.28741,5.25811,37.45695,43.17629,,,,,,,,,,,,,,13.31790298,13.21771958
93360,7.36247,9.04431,49.82551,16.78097,24.47023,18.20451,18.71904,174.44671,13.21405,5.25313,37.29876,43.4611,,,,,,,,,,,,,,13.27549124,13.22895296
93370,7.35671,9.06623,51.29573,16.94675,27.25992,18.24413,18.61907,174.63001,13.17806,5.23822,38.38785,45.43453,,,,,,,,,,,,,,13.33991123,13.12257973
93380,7.3218,9.08035,50.46551,16.9595,27.38405,18.15132,18.58885,173.13083,13.15949,5.24006,36.99767,45.03814,,,,,,,,,,,,,,13.36352425,13.12785254
93390,7.29194,9.07899,49.93218,18.55886,25.16588,18.12821,18.31331,173.6382,13.04509,5.22971,36.66713,45.39521,,,,,,,,,,,,,,13.44651371,13.2413326
93400,7.46606,9.231,50.7944,17.66938,28.2874,18.27164,18.29198,174.64638,13.15834,5.22101,35.4944,45.61731,,,,,,,,,,,,,,13.36237799,13.22643118
93410,7.48522,9.21174,50.4984,17.8047,28.27936,18.3872,18.52571,173.35996,13.17164,5.19097,36.85804,45.19117,,,,,,,,,,,,,,13.42679798,13.19112627
93420,7.47235,9.20619,50.7144,18.01866,28.0352,18.41581,18.4611,174.66275,13.19067,5.1865,37.16931,46.58968,,,,,,,,,,,,,,13.37911343,13.23720605
93430,7.46426,9.24837,50.80151,16.07781,27.89293,18.52806,18.72662,173.45653,13.35619,5.1643,36.23113,46.273,,,,,,,,,,,,,,13.42633948,13.32936561
93440,7.39738,9.21594,50.98907,16.13485,27.90078,18.66416,18.60627,172.76586,13.35779,5.15189,37.48167,46.21986,,,,,,,,,,,,,,13.45270353,13.34724732
93450,7.35688,9.22427,50.68329,18.44551,30.19186,18.82777,18.97481,174.576,13.31928,5.15227,38.34567,45.87449,,,,,,,,,,,,,,13.34724732,13.34747657
93460,7.46796,9.21576,51.17307,18.45649,29.6742,18.68617,19.07026,171.48108,13.26793,5.16087,38.78785,46.07002,,,,,,,,,,,,,,13.363295,13.45522531
93470,7.50069,9.2209,51.29129,18.37537,29.59325,18.67296,18.81196,171.94425,13.10974,5.15306,39.01185,46.60775,,,,,,,,,,,,,,13.30139679,13.52927391
93480,7.51237,9.2606,51.23529,18.29461,29.69046,18.74193,18.83391,173.88533,13.0224,5.15758,39.56204,45.74696,,,,,,,,,,,,,,13.27365722,13.46622944
93490,7.50113,9.21942,50.90907,18.15645,28.99725,18.67663,18.99867,173.067,12.98136,5.15697,36.12385,45.18798,,,,,,,,,,,,,,13.22024136,13.36077322
93500,7.5615,9.24152,52.04684,18.13308,28.92808,19.75036,19.42774,171.22903,13.09392,5.15405,34.5504,46.09553,,,,,,,,,,,,,,13.11707767,13.27640825
93510,7.64544,9.23307,52.35262,18.33463,27.7544,19.81713,19.78828,172.41725,13.03455,5.14107,37.65295,45.94675,,,,,,,,,,,,,,13.24729317,13.30277231
93520,7.66878,9.18569,51.65129,18.56205,27.57156,19.84391,18.79977,174.78713,12.99672,5.13712,38.15258,46.14016,,,,,,,,,,,,,,13.27159395,13.38530326
93530,7.66444,9.09358,51.68596,20.12422,27.43771,19.78448,19.36765,173.64802,13.02584,5.13933,38.03367,45.50467,,,,,,,,,,,,,,13.36237799,13.50932893
93540,7.66238,8.99764,51.66996,20.19082,27.39901,19.30466,19.84793,174.10792,13.05976,5.13214,39.61622,45.7289,,,,,,,,,,,,,,13.30002127,13.50978744
93550,7.69093,8.97306,52.04773,19.13662,27.61437,19.53173,19.89208,172.10628,13.0875,5.14009,38.10313,44.95206,,,,,,,,,,,,,,13.34495479,13.47723356
93560,7.70358,8.97914,51.13484,19.49439,28.41452,19.6858,19.75005,173.69548,13.12143,5.13369,37.5304,44.90212,,,,,,,,,,,,,,13.24385438,13.35504191
93570,7.69131,8.95598,51.20418,19.82631,28.42836,19.54604,20.14715,173.2454,13.01025,5.13966,39.28822,44.82348,,,,,,,,,,,,,,13.16911802,13.28305658
93580,7.70575,8.94753,50.76062,19.48022,26.54969,19.68653,20.09395,174.10792,12.99305,5.1406,40.97476,45.05833,,,,,,,,,,,,,,13.12556002,13.39103457
93590,7.69001,8.98174,50.8584,19.83198,26.56352,19.56181,20.21682,173.8706,13.00222,5.11135,38.96604,45.69276,,,,,,,,,,,,,,13.15513361,13.29062192
93600,7.6494,9.00065,50.84862,20.01724,26.58932,19.45616,19.96523,173.8526,13.10355,5.09946,38.44385,45.63113,,,,,,,,,,,,,,13.15192407,13.40822852
93610,7.69115,9.027,50.68596,20.69879,26.44331,19.52182,19.94625,172.14884,13.14115,5.09715,38.91149,45.74058,,,,,,,,,,,,,,13.20511068,13.3066696
93620,7.69452,9.08295,50.69751,18.79549,26.86003,19.86078,19.03508,173.43689,13.23537,5.10811,37.36422,45.4781,,,,,,,,,,,,,,13.20832022,13.34839358
93630,7.68822,9.09831,51.50107,16.49546,26.77459,19.14728,18.68212,173.13411,13.292,5.15622,35.11367,45.72783,,,,,,,,,,,,,,13.18310243,13.39263934
93640,7.65982,9.10469,51.91351,16.0183,26.83965,19.17553,18.91481,175.7233,13.29291,5.1818,34.50495,45.38564,,,,,,,,,,,,,,13.22620193,13.3889713
93650,7.64918,9.10688,51.38729,20.85217,26.79179,19.07392,18.86648,176.50235,13.31744,5.20742,38.98567,45.17735,,,,,,,,,,,,,,13.22184613,13.32088326
93660,7.65673,9.22651,51.98551,19.56276,25.77515,19.23496,18.62403,175.00317,13.29131,5.21899,38.88567,45.36439,,,,,,,,,,,,,,13.25600477,13.25715103
93670,7.66352,9.21358,52.55884,20.24856,25.76842,19.99321,18.49393,173.68566,13.27595,5.24175,36.27004,45.51104,,,,,,,,,,,,,,13.44192866,13.28947565
93680,7.68024,9.13512,51.1864,19.47101,25.88919,20.07979,18.68525,173.26504,13.24064,5.24438,35.9464,45.79903,,,,,,,,,,,,,,13.55815974,13.38599101
93690,7.68958,9.12507,50.02729,19.80824,25.85255,19.99945,19.2338,174.58746,13.14321,5.23931,34.01476,45.53442,,,,,,,,,,,,,,13.5893381,13.40272646
93700,7.66808,9.13553,49.86196,19.69879,25.85535,20.39013,18.7382,175.00317,13.26426,5.23315,35.15731,45.76078,,,,,,,,,,,,,,13.46187364,13.40066318
93710,7.59972,9.13423,48.99173,20.09623,25.551,20.19754,18.54914,174.10792,13.27022,5.25694,36.76095,45.99457,,,,,,,,,,,,,,13.48640367,13.25577552
93720,7.68067,9.21263,48.40684,21.19471,25.5882,20.22909,18.52685,173.57928,13.23079,5.2584,37.28822,45.92018,,,,,,,,,,,,,,13.46806346,13.26769665
93730,7.68295,9.17582,48.98551,20.90601,26.11503,20.51632,18.49558,173.64638,13.14413,5.25774,35.50022,45.74058,,,,,,,,,,,,,,13.34128675,13.29199743
93740,7.72356,9.17606,49.97218,17.64246,26.23991,20.54714,18.98709,174.35669,13.18585,5.24311,35.95222,46.23793,,,,,,,,,,,,,,13.31125465,13.21107125
93750,7.65896,9.19969,50.04507,17.25741,26.30553,20.64398,18.894,174.07682,13.21199,5.26743,36.18604,46.34845,,,,,,,,,,,,,,13.39493187,13.23422577
93760,7.67573,9.06581,51.7624,15.44197,26.19673,20.6205,19.30791,175.61365,13.15307,5.24114,34.56167,47.19861,,,,,,,,,,,,,,13.41694012,13.101947
93770,7.85337,8.96934,51.97396,14.68143,26.07895,20.46313,19.42295,175.28304,13.0859,5.25186,37.90022,47.00307,,,,,,,,,,,,,,13.37177735,13.16430371
93780,7.76656,8.9769,51.72507,14.87342,26.07409,19.88683,18.46075,175.25358,13.13977,5.2268,37.27949,47.59181,,,,,,,,,,,,,,13.4634784,13.1677425
93790,7.6348,8.9603,51.60596,15.73492,26.73477,19.92094,18.50551,175.1292,13.12533,5.22083,39.08531,47.37502,,,,,,,,,,,,,,13.46875122,13.21015424
93800,7.62182,9.04183,51.38818,15.90601,26.80805,19.70047,18.62421,174.67911,13.2019,5.2125,35.19804,47.04133,,,,,,,,,,,,,,13.45086951,13.27296946
93810,7.51302,9.03403,50.90818,15.18798,29.72711,19.69681,19.17981,174.22085,13.31538,5.22825,34.89367,46.21667,,,,,,,,,,,,,,13.40937478,13.26975993
93820,7.51296,9.06398,50.92862,15.18408,29.70617,19.54457,19.17459,175.15866,13.27985,5.24457,34.66749,46.44834,,,,,,,,,,,,,,13.39745365,13.3807182
93830,7.50971,9.09465,51.92596,15.42815,29.4678,19.18947,20.04117,175.11447,13.33074,5.26145,36.49985,46.00201,,,,,,,,,,,,,,13.42588097,13.41418909
93840,7.52513,9.19201,51.57929,15.48766,29.43733,19.02403,20.03229,177.38942,13.30942,5.2473,35.92458,46.54186,,,,,,,,,,,,,,13.32042476,13.40043393
93850,7.68746,9.17659,51.69218,16.26379,29.15111,19.13591,19.92587,175.21103,13.38805,5.24777,35.9624,46.06152,,,,,,,,,,,,,,13.33028262,13.34403778
93860,7.68567,9.18557,51.23351,16.38529,29.8905,19.26467,19.59826,174.58746,13.34633,5.22797,36.50167,45.8256,,,,,,,,,,,,,,13.2892464,13.26265309
93870,7.70114,9.1373,51.48862,16.36935,29.37414,19.46313,19.77756,173.93443,13.31125,5.22642,36.1864,45.90955,,,,,,,,,,,,,,13.32478056,13.39011756
93880,7.70717,9.12673,51.51973,15.44374,29.40723,20.08235,19.84967,171.97699,13.25004,5.20465,37.67149,45.81391,,,,,,,,,,,,,,13.41441834,13.40501898
93890,7.70141,9.12797,51.89751,14.80683,28.61232,19.45103,19.69753,171.44671,13.18081,5.18556,37.49222,45.97225,,,,,,,,,,,,,,13.52721064,13.30804512
93900,7.72845,9.18197,52.67351,15.72854,28.56988,19.41507,19.11607,174.62347,13.16843,5.20319,37.23149,46.52698,,,,,,,,,,,,,,13.43757286,13.18699972
93910,7.73952,9.17736,52.70551,16.46853,28.46593,19.52109,19.08994,173.64147,13.12808,5.20554,36.21476,45.28894,,,,,,,,,,,,,,13.44078239,13.25279523
93920,7.75494,9.1994,52.55529,17.17629,28.45416,19.45836,18.80003,173.69384,13.1815,5.2584,37.6064,45.63113,,,,,,,,,,,,,,13.37223586,13.27893003
93930,7.87992,9.17529,52.7304,17.25493,28.49491,19.49798,19.22213,173.43198,13.27847,5.24203,35.99622,45.63644,,,,,,,,,,,,,,13.41212581,13.31790298
93940,7.84675,9.16761,51.89307,16.97261,28.82077,19.50202,19.44525,172.65293,13.34404,5.25449,36.05404,45.45153,,,,,,,,,,,,,,13.42611022,13.37865493
93950,7.83589,9.09949,51.62107,17.26981,27.90751,19.37802,19.78784,173.73967,13.37659,5.2528,37.35622,45.53017,,,,,,,,,,,,,,13.4151061,13.28076405
93960,7.91141,9.11225,51.75973,17.3357,27.94584,19.19901,19.66819,173.0179,13.36284,5.24137,39.08931,45.60031,,,,,,,,,,,,,,13.36467052,13.22597267
93970,7.91814,9.02003,50.30018,17.57126,27.88788,19.00642,19.79559,177.38615,13.51712,5.23159,38.94967,45.60775,,,,,,,,,,,,,,13.32386355,13.23972783
93980,7.93568,8.98818,50.7624,18.28575,28.52202,19.16489,19.33604,178.99826,13.43689,5.24034,37.36458,45.77247,,,,,,,,,,,,,,13.33991123,13.24752242
